Region/Country/Area,,Year,Series,Value,Footnotes,Source
724,Spain,2017,Land area (thousand hectares),49954.735,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
724,Spain,2017,Arable land (thousand hectares),12253.767,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
724,Spain,2017,Permanent crops (thousand hectares),4731.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
724,Spain,2017,Forest cover (thousand hectares),18417.87,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
724,Spain,2017,Arable land (% of total land area),24.5297,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
724,Spain,2017,Permanent crops (% of total land area),9.4714,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
724,Spain,2017,Forest cover (% of total land area),36.8691,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
724,Spain,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),57.5909,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
724,Spain,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),57.5912,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
144,Sri Lanka,2005,Land area (thousand hectares),6271,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2005,Arable land (thousand hectares),1100,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2005,Permanent crops (thousand hectares),970,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2005,Forest cover (thousand hectares),2118,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2005,Arable land (% of total land area),17.5411,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2005,Permanent crops (% of total land area),15.468,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2005,Forest cover (% of total land area),33.7745,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),36.8451,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
144,Sri Lanka,2010,Land area (thousand hectares),6271,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2010,Arable land (thousand hectares),1200,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2010,Permanent crops (thousand hectares),980,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2010,Forest cover (thousand hectares),2103,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2010,Arable land (% of total land area),19.1357,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2010,Permanent crops (% of total land area),15.6275,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2010,Forest cover (% of total land area),33.5353,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),41.1126,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
144,Sri Lanka,2017,Land area (thousand hectares),6271,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2017,Arable land (thousand hectares),1300,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2017,Permanent crops (thousand hectares),1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2017,Forest cover (thousand hectares),2070,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2017,Arable land (% of total land area),20.7303,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2017,Permanent crops (% of total land area),15.9464,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2017,Forest cover (% of total land area),33.0091,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
144,Sri Lanka,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),43.6935,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
144,Sri Lanka,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),43.6935,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
275,State of Palestine,2005,Land area (thousand hectares),602,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
275,State of Palestine,2005,Arable land (thousand hectares),99,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
275,State of Palestine,2005,Permanent crops (thousand hectares),114.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
275,State of Palestine,2005,Forest cover (thousand hectares),9.17,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
